"DisplayName","StartMode","StartName","Description"
"Xbox Live セーブ データ","Manual","LocalSystem","このサービスを使用すれば、Xbox Live セーブ可能なゲームのセーブ データを同期できます。サービスが停止した場合、ゲームのセーブ データは Xbox Live にアップロードやダウンロードされません。"
"Xbox Accessory Management Service","Manual","LocalSystem","This service manages connected Xbox Accessories."
"Xbox Live ネットワーキング サービス","Manual","LocalSystem","このサービスは、Windows.Networking.XboxLive アプリケーション プログラミング インターフェイスに対応しています。"
"ZTDNS ヘルパー サービス","Manual","LocalSystem","ZTDNS ヘルパー サービス"
"Agent Activation Runtime_ef85a","Manual",,"Runtime for activating conversational agent applications"
"GameDVR とブロードキャスト ユーザー サービス_ef85a","Manual",,"このユーザー サービスは、ゲーム録画とライブ ブロードキャストに使用します。"
"Bluetooth ユーザー サポート サービス_ef85a","Manual",,"Bluetooth ユーザー サービスは、各ユーザー セッションに関連する Bluetooth 機能の適切な動作をサポートします。"
"CaptureService_ef85a","Manual",,"Windows.Graphics.Capture API を呼び出すアプリケーションに対してオプションの画面取り込み機能を有効にします。"
"クリップボード ユーザー サービス_ef85a","Auto",,"このユーザー サービスはクリップボードのシナリオに使用されます"
"Connected Devices Platform ユーザー サービス_ef85a","Auto",,"このユーザー サービスは、Connected Devices Platform のシナリオに使用されます"
"クラウド バックアップおよび復元サービス_ef85a","Manual",,"システムのアプリケーションおよび設定状態の変化を監視し、必要に応じてクラウド バックアップおよび復元操作を実行します。"
"ConsentUX のユーザー サービス_ef85a","Manual",,"アプリが機密のリソースやデバイスの場所などの情報にアクセスできるようにするために、システムがユーザーの同意を要求することを許可する"
"CredentialEnrollmentManagerUserSvc_ef85a","Manual",,"資格情報の登録マネージャー"
"DeviceAssociationBroker_ef85a","Manual",,"Enables apps to pair devices"
"DevicePicker_ef85a","Manual",,"このユーザー サービスは、Miracast、DLNA、DIAL UI を管理するために使用されます。"
"デバイス フロー_ef85a","Manual",,"ConnectUX と PC 設定を Wi-Fi ディスプレイと Bluetooth デバイスに接続し、ペアリングすることを許可します。"
"MessagingService_ef85a","Manual",,"テキスト メッセージと関連する機能をサポートしているサービスです。"
"セッション マネージャー サービスを再生しています_ef85a","Manual",,"このサービスは、メディア シナリオに使用されるプレイ ビュー セッション マネージャーをホストします"
"ホストの同期_ef85a","Auto",,"このサービスはメール、連絡先、カレンダー、および他のさまざまなユーザー データを同期します。このサービスが実行中でないときは、メールと、この機能に依存する他のアプリケーションは正しく機能しません。"
"P9RdrService_ef85a","Manual",,"Plan9 ファイル サーバーのトリガー開始を有効にします。"
"PenService_ef85a","Manual",,"ペン サービス"
"Contact Data_ef85a","Manual",,"連絡先のインデックスを作成して、連絡先の検索を高速化します。このサービスを停止または無効にすると、連絡先が検索結果に含まれなくなる可能性があります。"
"PrintWorkflow_ef85a","Manual",,"印刷ワークフロー アプリケーションのサポートを提供します。このサービスを無効にすると、印刷できない場合があります。"
"Udk User Service_ef85a","Manual",,"シェル コンポーネント サービス"
"User Data Storage_ef85a","Manual",,"構造化されたユーザー データのストレージを処理します。ユーザー データには、連絡先情報、予定表、メッセージなどのコンテンツが含まれます。このサービスを停止または無効にすると、このデータを使用するアプリが正しく動作しなくなる可能性があります。"
"User Data Access_ef85a","Manual",,"構造化されたユーザー データへのアクセスをアプリに提供します。ユーザー データには、連絡先情報、予定表、メッセージなどのコンテンツが含まれます。このサービスを停止または無効にすると、このデータを使用するアプリが正しく動作しなくなる可能性があります。"
"Web Threat Defense ユーザー サービス_ef85a","Auto",,"Web Threat Defense ユーザー サービスは、承認されていないエンティティが資格情報へのアクセスを試みた場合にユーザーに警告することで、コンピューターを保護するのに役立ちます"
"Windows Push Notifications User Service_ef85a","Auto",,"このサービスは、ローカル通知とプッシュ通知をサポートする Windows 通知プラットフォームをホストします。タイル通知、トースト通知、直接通知がサポートされています。"
